date,username,review,rating
2024-04-30 20:26:43,Moh Hendra,Nunggu jawaban CS harus 30 menit lebih,1
2024-04-30 20:26:13,Jamaludin Udin,👍,5
2024-04-30 20:25:15,Risman Gunawan,knpa gak bisa tf,4
2024-04-30 20:25:14,Ozzipalza Palza,dana memang solusi yg terbaik dan sangat membantu ku,5
2024-04-30 20:25:05,Suparman Gp,sukses selalu,5
2024-04-30 20:23:27,Yusuf Muharam,Mantap,5
2024-04-30 20:21:41,Fernando Hussen,Aplikasi GAK MODAL buat bayar ke swalayan aja LEMOT bikin antri PANJANG !,3
2024-04-30 20:21:39,Akmal Daeng,baik,4
2024-04-30 20:20:16,budi bolem,good,4
2024-04-30 20:20:15,Desti Milania,terbaik,5
2024-04-30 20:18:58,Rahmatul Ikhlas,"Buat kalian semua, jangan mau pake aplikasi ini, saya adalah korban dari aplikas ini, aplikasi nya menampilkan dana deal berupa voucher yg menarik tapi semua itu bohongan dan penipuan, saya punya bukti dan saya salah satu korban pada 2 hari yg lalu, , ini berdasarkan pengalaman pribadi saya, kalo kalian ga mau rugi mending pikir² dulu make aplikasi, asli penipu bgt",1
2024-04-30 20:18:57,Adil Makmur,sangat membantu🫰🫰🫰🫰,5
2024-04-30 20:18:23,siti halijah,sangat membantu,5
2024-04-30 20:17:59,Vera Marsela,Saran bisa menggunakan wifi,4
2024-04-30 20:16:52,Fatimahfh Channel,tidak bisa d buka aplikasi dana saya,5
2024-04-30 20:15:06,Sigit Rosianto,"Top up ewallet Brizzi gagal saldo dah berkurang ,laporan sudah...kirim SS sudah...tp ga ada kejelasan hampir 2 minggu...3 hari lagi ga ada kabar auto Uninstal ..",1
2024-04-30 20:14:35,Kinh Gyu,Mantap,5
2024-04-30 20:14:29,Efi Supriyadi,sangat puas,5
2024-04-30 20:14:22,Hengki Febriansyah,"Bagaimana caranya ganti pin tapi lupa pin lama , saya sudah mencoba untuk cara kirim kode otp tapi tidak masuk ke hp saya padahal nomor saya masih aktif:(",3
2024-04-30 20:14:13,Rachmad Safei Siregar,Ok,5
2024-04-30 20:14:10,Putu Ajuz,Bagus,5
2024-04-30 20:11:32,Irwan Fudll,Buka aktivitas transaksi nya ko gagal terus yah ?,1
2024-04-30 20:10:26,Febru Manik,🫠🫶🫰🫰🫰,4
2024-04-30 20:10:25,Rynita Yeuyanan,Susah upgrade ke premium selalu gagal,1
2024-04-30 20:09:24,yoppi febriono,akun masih dibekukan 3 hari padahal info nya proses penanganan cuma 2 hari,3
2024-04-30 20:08:16,Muhammad Jibril,terbaik,5
2024-04-30 20:08:13,Yuni Ningsih,Sangat kecewa am akun dana,1
2024-04-30 20:07:58,AMin Nor,Top up dana tapi aplikasinya eror sudah masuk tapi giliran mau TF tidak bisa,2
2024-04-30 20:07:55,Kunandar,sangat membantu,4
2024-04-30 20:07:39,Ottniel Manurung,membantu banget,5
2024-04-30 20:07:29,Putri zhakia,Alhamdulillah sekarang adaxa dana jadi gampang bnget,5
2024-04-30 20:07:17,Muhammad Rafdi,ktp gagal trus,1
2024-04-30 20:07:16,SATRYA GAMING,aplikasi ini sangat membantu untuk meneransfer,5
2024-04-30 20:07:00,Kanita Amabilis,aplikasi dana terbaik 👍👍👍,5
2024-04-30 20:06:47,KURNIA GUSION,Min kasih lh dana pinjam,5
2024-04-30 20:06:43,Nuzzul Ramadan,Baik,5
2024-04-30 20:05:48,Triono Trondol,Aplikasi kurang bagus saldo dana saya tiba tiba hilang,1
2024-04-30 20:05:40,Apra Palembang,Tidak bisa kirim sesama dana,3
2024-04-30 20:05:36,Saiful Ardi,Good,5
2024-04-30 20:04:28,Saydaarfat93,Tolong dong ini mau ngirim kok gk bisa² skrang..,5
2024-04-30 20:03:39,Nur Kanani,sangat bagus,5
2024-04-30 20:03:09,Didin Firmansyah,"saya sudah memohon agar di bantu upgrade akun ke premium, malah gak ada respon sama sekali",1
2024-04-30 20:02:19,Kuntilanak 1933,Cara aktifkan dana cicil gimna ???????,3
2024-04-30 20:00:33,Nunung,Baik,5
2024-04-30 19:58:19,Iman Nay,bagus,5
2024-04-30 19:57:15,irwan f. setiawan,mantul,5
2024-04-30 19:56:45,Fatih Parfum,Sudah lewat di hari berikutnya dibayar Qris dan sudah pukul 20.00 belum bisa juga d tarik katanya pukul 17.00 sudah bisa d tarik Harap di periksa di perbaiki,2
2024-04-30 19:55:21,Alvian 17,Eror trs,1
2024-04-30 19:54:33,Muh Bastian,kasi 3 dulu,3
2024-04-30 19:53:59,Iwan Ridwan,Akun nya suka di bekukan jadi riskan mau bnerin susah jadi nya duit nya hanguss. Rugi kita,1
2024-04-30 19:53:42,Edi Suprapto,Terimakasih,5
2024-04-30 19:53:40,Ari Ardiansyah,"Tapi A+ reward nya suka error .tidak terbuka tampilannya,jadi susah untuk login harian",2
2024-04-30 19:53:33,Eka Talio,Lumayan membantu,5
2024-04-30 19:52:43,AdamFebrian1899,STUCK DI LOGO TOLONG KEPADA PIHAK DANA KASIH TAU CARA MENGATASI NYA,1
2024-04-30 19:52:08,Adha Riansyah,Tiba tiba transaksi uc drive premium setiap bulannya...padahal nggak pernah berlangganan apa apa,1
2024-04-30 19:52:01,Yudha Saputra,ok,5
2024-04-30 19:50:58,Bonny Putra Pratama,sangat bermanfaat,5
2024-04-30 19:49:52,Masria Siregar,Aplikasi sangat direkomendasikan bgt,5
2024-04-30 19:49:20,Sumpena Ena,"apk dompet digital tergoblok, udh jelek banyak gangguan pula",1
2024-04-30 19:47:35,Sandy Marcel,sangat membantu,5
2024-04-30 19:47:30,Rangga Gansz,sangat bermanfaat sekali,5
2024-04-30 19:46:52,Dachyar Prayaga,terima kasih infonya,5
2024-04-30 19:45:43,Murtila Murtila,Pengiriman cepat& akurat. Pembelian pulsa juga lebih murah dan praktis,5
2024-04-30 19:44:47,Mr. Bond Bonari,Mantap,5
2024-04-30 19:44:40,Eko Satriyanto,good,5
2024-04-30 19:43:56,Edi Supriyadi,ok,5
2024-04-30 19:42:19,Sriwahyuni Sriwahyuni,"Dana sangat membantu untuk membayar tagihan apa sj,jadi lebih memudahkan segala urusan",5
2024-04-30 19:42:18,Ahmad mtp,mantap,5
2024-04-30 19:40:57,sapri pacong,baik sekali,4
2024-04-30 19:40:23,Bapak Mulyadi,Krang baik Buruk,3
2024-04-30 19:40:18,Hery Servis,mantap,4
2024-04-30 19:40:12,sudharya kencana,aplikasi sangat membantu,5
2024-04-30 19:38:40,muhammad ipan39,"Aplikasi Ini Benar"" Sangat Membantu",5
2024-04-30 19:38:29,Fathullah Patullah,sangatttlah bagus sekali mantap,5
2024-04-30 19:37:40,Miranti,baik,5
2024-04-30 19:34:19,Nurliana Isroq,Memudahkan bertransaksi,5
2024-04-30 19:34:17,Alif Hutama,Why gada yg tau pin gw gada ataupun siapapun yg ada akun gw cuma gw yg pegang tiba tiba saldo gw ilang 100k an lebih Gw cek riwayat kok kepotong pembelian di google padahal gw gada utang apapun ke google ataupun transaksi apapun,1
2024-04-30 19:34:14,Deni setiawan,Aplikasi ini sangat bagus dan sangat membantu👍🏻👍🏻,5
2024-04-30 19:33:52,Suci Safitri,Good,5
2024-04-30 19:33:48,Kus Neni,"App dana memang berguna...,mantap",5
2024-04-30 19:33:35,irfan sutiyoso,"aplikasi dompet yg bagus semua serba bisa hanya dengan satu dompet Dana bisa semua...mantap....cuman saya ada saran sedikit klau bisa fitur nya ditambah poin Rp setiap bertransaksi apapun,biar tambah mantap..dan klau bisa e-walet DANA diperbesar lagi biar jadi BANK DANA....terimakasih pokok nya mantap de........",5
2024-04-30 19:33:17,risky sibensu,sangat bagus,5
2024-04-30 19:33:08,Licco The ltter,Aplikasi paling mudah buat transfer ke bank mana gratis biaya transfer lagi. Mantap pokoknya 😀,5
2024-04-30 19:33:02,Lia Aja,oke punya,5
2024-04-30 19:32:54,Arif Rahman,Bagus banget jadi gampang transaksi,5
2024-04-30 19:32:38,Jaka Fadila,Fitur Dana bisnis tolong di verifikasi karen sudah melewati 2 hari maximal tapi belum berhasil juga,1
2024-04-30 19:30:35,Aldi,"maaf nih aku topup dana pake apk ocbc, di ocbc saldo saya udh kepotong tapi ga masuk ke dana dan tulisannya sedang di proses. udah seharian masih gitu. kira kira itu error dana nya atau ocbcnya ya? kalo misal dana nya mohon untuk diperbaiki, sisanya overall bagus😁",3
2024-04-30 19:30:12,Akbar sip Akbar,sangat nyaman,5
2024-04-30 19:29:51,Iwan Kurniawan,2 dulu,2
2024-04-30 19:28:50,ahmad Pudory,nice,5
2024-04-30 19:28:22,Indra4 Mayadi4,belum bisa si buka,5
2024-04-30 19:27:09,Sobah,"k kok e-wallet sya g bisa di gunakan sih ad cataan seperti ini "" sesi kadarluarsa"" maksud'a gmn y kak sya pengguna lama, sebelum""nya tdk pernah ad kendala seperti it y walau pernah uang sja hilang walau hny 100k lbh",3
2024-04-30 19:26:56,Iwan El,Saran kasih paylater ya bos ku.. Kaya apk yang lain udah ada paylater nya.,5
2024-04-30 19:24:58,Lisa Oktavia,"pas mau login katanya ""jaringan bermasalah"" pas mau update gabisa ini gimana ya cara mengatasi nya",1
2024-04-30 19:19:23,badru alamsah,Bagus,4
2024-04-30 19:18:29,Fander Hattu,"Aplikasi sudah tidak jelass,top up malah kepotong terus aplikasi apaan NII tlong lahh di perbaiki lahh seperti duluu 🙏🙏🙏🙏",2
2024-04-30 19:18:25,Yusuf Permana,mudah,5
2024-04-30 19:17:53,Rida Qofa,Mantaappp,5
2024-04-30 19:17:48,muhammad rizha,"Aplikasi jelek, bisa bisanya saldo di dana hilang . Padahal gak ad melakukan transaksi, mala ada pembayaran pakai scan barcode lagi. Tolong perbaiki dan kembalikan uang saya. Terimakasih",1
2024-04-30 19:16:36,Republik Puji,Bagus sekali,5
2024-04-30 19:15:40,Ahmad Toha,senang Dengan dana,5
2024-04-30 19:14:25,Tribingbing 993,Keren,5
2024-04-30 19:13:48,Abdul Kadir,sangat mudah transaksi,5
2024-04-30 19:13:22,Dia,mantap 👍👍👍👍,5
2024-04-30 19:12:40,sprm man,Sangat bermanfaat,5
2024-04-30 19:12:30,Putra galuh,Mantappp,5
2024-04-30 19:12:19,BABUD DINIYYAH,Alhamdulillah aplikasi nya membantu,4
2024-04-30 19:10:22,Djay Arya,Sangat membantu sebagai dompet digital.apa lgi buat transaksi belanja online dll,2
2024-04-30 19:09:56,Syarif Hidayatulloh,Sangat membantu,5
2024-04-30 19:09:48,Desa Jajaka,Sya telah ke bilangan kartu hp. Dan nomer dana. Kenapa ga bisa login. Padahal sudah mengikuti langkah langah. Respon kalian ga sesuai dengan keluhan saya,1
2024-04-30 19:09:14,Ahmad Yamani,Baik,5
2024-04-30 19:07:37,Leni Marlena,mantap,5
2024-04-30 19:06:24,Ryan Nanda,mantap pngirimanny,5
2024-04-30 19:04:08,Dudy Maulana,mantap,4
2024-04-30 19:03:32,Yulia Na,bagus,5
2024-04-30 19:03:28,Siti Nur aysha,sangat puas dan sangat bermanfaat sekali,5
2024-04-30 19:03:00,Rusdi Rambe,Kenapa akun dana sya bisa di bobol,2
2024-04-30 19:02:33,Wilona Ayunda,𝘴𝘢𝘯𝘨𝘢𝘵 𝘴𝘶𝘬𝘢,5
2024-04-30 19:02:03,dudung jumadi,mantar,5
2024-04-30 19:01:01,Budi Santoso,Ini gimana ko gak bisa dibuka akun dananya,4
2024-04-30 19:00:17,Zahra Putri,Bagus,5
2024-04-30 18:59:01,Shisil Twain,bagus apk saya suka,5
2024-04-30 18:58:46,irfan paisal,Saya kuli bangunan,2
2024-04-30 18:58:40,Razka Suhendah,aplikasi mantappp,5
2024-04-30 18:57:49,Ferdi ansyah,👎👎👎👎,1
2024-04-30 18:56:17,Guntur Ganz123,aku sangat berterimah kasih karna dana membantu aku,5
2024-04-30 18:56:17,Nata Esa,puas dengan pelayanannya,4
2024-04-30 18:55:24,Muhammad Yahya,Pelayanan lambat uang saya nyangkut 1.200.000 gak ada respon apa katanya harus nunggu dua hari blom ada kabar apa²,1
2024-04-30 18:55:13,anonim people,"Sensitif banget kemananya, login di beda lokasi doang akun nya dibekukan",1
2024-04-30 18:54:56,angga gustiar,wel,1
2024-04-30 18:54:42,Andi Irman,Mantaap,5
2024-04-30 18:54:25,Ariyanto,goog,5
2024-04-30 18:54:05,Opo A37,Ini kok aplikasi gk bsa di buka setiap di buka pasti blik lg ke awal mohon bantuan nya,1
2024-04-30 18:53:52,BLASIUS Rengga,Masih ujicoba boss semoga bermanfaat,2
2024-04-30 18:53:05,arif setyawan,Bagus Sekali,5
2024-04-30 18:52:50,Ibu Eni,Kalau bisa bawanya 10 ribu min ny,3
2024-04-30 18:52:36,Fatur,"HP gua infinix note 30 prasaan gk kentang sinyal juga okee, pas buka lemottt bgt ni aplikasi apalgi klo mau tf pasti delay, alhasill slah tf 300rb",1
2024-04-30 18:51:37,Mas Bhe,joz,5
2024-04-30 18:51:17,Bagus BMG,makasih dana,5
2024-04-30 18:51:16,Bang Ecal,Aplikasi aman untuk teransaksi,1
2024-04-30 18:50:41,Ayu Gita sahani,"Aman mudah dan terpercaya, cuma kesel. kenapa uangku suka kepotong pas ada pemberitauan soal pegadaian emas.? dan katanya bakal di balikin lagi, tapi gada sama sekali.!",5
2024-04-30 18:50:38,Cici Cici,sangat membantu,5
2024-04-30 18:49:30,ELL Arshavin,Top up via briMo 300rb nggk masuk guys. Ati2...,1
2024-04-30 18:49:07,Rafli Sibak,Bagus,5
2024-04-30 18:48:50,Jhiwa Lara,i like,5
2024-04-30 18:48:35,Nuzul Nuzul,"sangat membantu,dalam bertransaksi,aplikasi yg bagus",5
2024-04-30 18:47:24,Dede Ahmad,"kirim uang jadi lebih gampang, kapan pun dimanapun...",5
2024-04-30 18:47:18,Adam Savero,saldo langsung terpotong tanpa adanya konfirmasi transaksi terlebih dahulu,1
2024-04-30 18:47:18,Ahmad Ashari,Per hari ini keluhan saya sudah d atasi gak. Soalnya saldo. Saya tiba2 menghilang.,5
2024-04-30 18:47:05,Windii Syahrendii,lebih mudah dan lebih simple,5
2024-04-30 18:46:52,Ada A,👍👍👍👍👍,5
2024-04-30 18:46:22,al Husein,Tolong di update kasih fitur hapus transaksi,5
2024-04-30 18:45:55,Suryadi Yadi,suryadi dana indonesia 👍,5
2024-04-30 18:44:38,Rezki Oppo,Saya membenci aplikas ini. Saldo saya hilang sendiri karena adanya pembajakan. Dana tidak aman banyak hal untuk meinpu. Tiba tiba ada langganan berbayar yang padahal saya tidak melakukan transaksi. Transaksi automatic,1
2024-04-30 18:43:20,sigit warsito,Sangat membantu dalam mengatur keuangan dan terpercaya.,5
2024-04-30 18:39:31,Ruslan,aplikasi dana saat ini sangat membantu dalam transaksi.. mudah dan terjamin... oke mantap... thanks.,5
2024-04-30 18:39:05,Hadiid Adit,Deals tidak bisa di pakai !!!!!,1
2024-04-30 18:38:57,Zaelani1681 Ahmad,mudah dan praktis...,5
2024-04-30 18:38:32,Bukan_musisi official,"Cara login dana , tidak menerima otp karena hp dan simcard yg terdaftar sudah hangus atau hilang",1
2024-04-30 18:36:09,Raditya zein H.f,god lah,5
2024-04-30 18:34:21,Amky Ladoangin,mantap,5
2024-04-30 18:34:04,Yadi Rizki,sangat mudah untuk transaksi,5
2024-04-30 18:32:56,Repano 87,oke,1
2024-04-30 18:32:16,slowmo 01,mantap,5
2024-04-30 18:31:10,shelly channel,mantap,1
2024-04-30 18:31:08,Dinda Azelia,mantap jiwa,5
2024-04-30 18:30:36,Sheva vermilion,"dana terpotong gajelas, hubungi cc nya langsung hilang setelah nunggu antrian lama..",1
2024-04-30 18:30:28,Ika Yulianto,mantap,5
2024-04-30 18:29:24,Haikal,Sangat bagus,5
2024-04-30 18:27:24,Ahmad Hayati,mantap beli di dana lebih murah,3
2024-04-30 18:26:37,Depin Saputra,Ok,5
2024-04-30 18:25:51,ROBERTUS JONTA,sangat membantu,5
2024-04-30 18:25:06,Nikodemus Lode,"sangat bagus pake dana, muda paraktis..",5
2024-04-30 18:25:00,Khoirul Umam,Baik,5
2024-04-30 18:24:44,random 78,"Kenapa akun di bekukan ga bisa di buka lagi, udah hubungi cs tapi gada kepastian & solusi Udah setahun lebih akun beku",2
2024-04-30 18:24:31,Wawan Kurniawan,👍,5
2024-04-30 18:23:23,angga sugiyantoro,Saya tf uang tapi tidak masuk masuk ke rekening saya trs gmna ni padahal di dana nya sukses tpi gada saldo masuk,1
2024-04-30 18:22:54,Herman Herman,Sangatlah puas,5
2024-04-30 18:22:42,Rangga Bule,mantap,5
2024-04-30 18:22:08,Zyahyack Mandar,mantap,5
2024-04-30 18:19:59,Dedi Suhendra,"sebenernya ni aplikasi bisa ngga si buat top up emoney ?? tdah 2xi top up ngga masuk masuk ni saldo, saldo di dana mah tetep aja ke potong",3
2024-04-30 18:19:35,parudn Putra,Sangat bagus,3
2024-04-30 18:15:57,Nana Sujana,baik,3
2024-04-30 18:15:49,Rangga Pratama,Udah 2h saldo dana bisnis saya masih di proses...blm bisa di cairkan udah minta bantuan sama admin blm ada respon,2
2024-04-30 18:14:17,Aldi Yansah Putra,Sangat memudahkan dalam pembayaran digital tanpa ribet dan sangat mudah,5
2024-04-30 18:13:08,Manto Uyee,Membantu,4
2024-04-30 18:12:04,Heryanto Yayan,sangat bagus,5
2024-04-30 18:11:19,Indra Mukti,sangat baik dan berguna benar makasih ...,5
2024-04-30 18:09:26,syar yanto,Bagus.,5
2024-04-30 18:09:17,Susilo Sudarman,sangat membantu,4
2024-04-30 18:07:21,Emed Kagami,sangat baik,5
2024-04-30 18:05:11,Dio Roy Prayogi,Tolong di bantu dong kak Saldo saya terpotong 400 ribu padahal saya tidak pernah berlangganan Saya bahkan tidak pernah melakukan transaksi tersebut,1
2024-04-30 18:03:16,Amelia Efendi,𝒎𝒂𝒏𝒕𝒂𝒑,5
2024-04-30 18:01:36,Sandi Yuda,Dana sy ga bisa ke buka,5
2024-04-30 18:01:18,Yugit Sugianto,mantap,4
2024-04-30 18:00:54,Coef Doank,Dana sering kena bobol ..pihak dana tdk mau ganti sdh sering kejadian setiap komplain menyalahkan pengguna ..parah,1
2024-04-30 18:00:32,Nyong Bele,Mantap,5
2024-04-30 17:58:49,David Arifing,membantu banget,5
2024-04-30 17:58:29,Revan Arjuna,lumayan bagus karena bisa bertransaksi tetapi kadang nggelek,5
2024-04-30 17:58:03,Aidesna Jafar,untuk sekarang saya kasi bintang 4 dulu karena sering terjadi bug saat memakai qris bugnya itu seperti qrnya kurang jelas,4
2024-04-30 17:56:42,Harun Dewa,sangat membantu,5
2024-04-30 17:56:39,Ajis Ajis,oke,5
2024-04-30 17:56:30,Muh Takdir,aplikasi yang bagus,5
2024-04-30 17:55:45,Nindi Aollia,"Dana makin ngadi² anjir, masa saldo cowok gw yg tadinya 120 tiba² ada 54 jir, padahal ga ada transaksi sama sekali, pas liat riwayat cuma kuota itu 16rb, tapi gw ga pencet sama sekali beli kuota jir, tiba² hilang, apa lagi cuma 16rb, siasa nya ke mana? Ga ada transaksi sama sekali!",3
2024-04-30 17:55:07,Rita Sahara,Ada transaksi pemotongan yg ga qt lakukan aplikasi tidak aman ya maaf saya uninstall drpd uang saya hilang lebih banyak,1
2024-04-30 17:54:25,Angga Adi Thia,sangat bagus,5
2024-04-30 17:54:23,Sulistira,K tolong bantu aktifin dana cicil saya udh pelanggan pake dana dari tahun 2019,5
2024-04-30 17:54:22,m rafik rafik,Baik dan sangat mudah,5
2024-04-30 17:54:18,Eva Lestari,"Saya tidak pernah meminta otp ,, sekarang selalu ada sms Masuk otp dr dana. Dana sekarang rawan tolong di perbaiki agar penguna merasa aman untuk memakai aplikasi dana",2
2024-04-30 17:53:27,Ade Surahman Ade,ok bngt,5
2024-04-30 17:52:57,Satria Efendi,mnatap,5
2024-04-30 17:52:35,Yoyok Septiyanto,bagus banget suka deh sama dompet dan digital ini,5
2024-04-30 17:51:01,Junah Setra,Sangat berguna Dan bermanfaat yg tidak punya rekening,5
2024-04-30 17:50:43,Jilly Jelly Official,Cs tidak gercep uang saya lenyap,1
2024-04-30 17:47:58,Syifa Silviana,GOBLOK SALDO AING LENGIT 900REBU TOLOL,1
2024-04-30 17:46:28,agam slow,Very good,5
2024-04-30 17:45:46,Lerik Jonson,Massa kode di kirim ke wa sih emng gk bisa gitu klo di kirim ke SMS,1
2024-04-30 17:43:20,Anjani 1111,bikin jdi lebih mudah melakukan transaksi,5
2024-04-30 17:43:14,Ardan Ocean,memudahkan,5
2024-04-30 17:41:57,Mohdwi Oktaprasetyo,mantab sekaligus menjadi lebih baik,5
2024-04-30 17:41:25,izal gamers,"singkat padat jelas,dan mudah digunakan untuk apa saja disaat ke adaan mendesak",5
2024-04-30 17:40:32,Siti Ramadhani,Tanahnya si bagus,4
2024-04-30 17:40:13,Muhamad Oci,Mantap,5
2024-04-30 17:37:59,arya ji,bagus,5
2024-04-30 17:36:43,Abdul Rajab,bagus bangat,5
2024-04-30 17:36:26,Rahman Ali,baik,1
2024-04-30 17:35:50,Jepri Sihotang,Jualan,5
2024-04-30 17:35:09,Dheni LeutiK,jelek,3
2024-04-30 17:34:06,Dias Ramadan,Apik wis Joss aplikasi nya,5
2024-04-30 17:33:38,Persebaya Fans,serbaguna,5
2024-04-30 17:33:01,Muaw arabella,Sangak membantu sekali,5
2024-04-30 17:32:48,mardiana,sangat membantu sekali..n praktis,5
2024-04-30 17:32:29,Tondi Pulungan,Uang yang disimpan sering hilang tidak jelas,1
2024-04-30 17:30:57,Kw Agas,dana sangat bagus menjaga keuangan sya thanks,5
2024-04-30 17:30:28,Lina Yudi,sangat membantu,5
2024-04-30 17:30:25,m. hanif shadiq,"Alhamdulillah sudah normal kembali, goodjob lah pokonya mah",5
2024-04-30 17:27:26,Suherman Herman,sangat puas sekali....,5
2024-04-30 17:26:05,Dodi Ahmad,Adakah fitur dana pay later?mungkin lebih membantu😊😊,3
2024-04-30 17:24:18,Saepul Bahri,aplikasi keren sangat menarik memuaskan dan memudahkan biar kirim uang atau narik uang,5
2024-04-30 17:22:25,Muhammad akmal,"Tolong dong di perbaiki lagii sistem nyaa , di transfer temen 50 k masa ga masuk padahal dah bener nomer tujuan nya, pas di chat ke sistem jawabannya gajelas",1
2024-04-30 17:21:48,Ahmad Aldi,KENAPA HARUS TRANSAKSI PENDING???,1
2024-04-30 17:21:11,Putri Rahma,baik,4
2024-04-30 17:19:43,Fahim Al fahim,aplikasi samgat bagus. semvak mulus,5
2024-04-30 17:17:10,sunggal serba setia sunggal,ok,5
2024-04-30 17:16:34,Yuli Yanti,ok,3
2024-04-30 17:13:41,Alif Arbi,"Dana asu ,gblo* gw mau masuk ke akun lagi disruuh tungu kon*** gw sengaja keluar mau masuk ke akun lain,malah jadi error ngent***",4
2024-04-30 17:13:03,Imput data,"Kami Sangat Kecewa Waktu Transaksi Kami pending Beberapa hari.. Namun Dengan Komplein Kami Di Dana, Transaksi KAMI SDH Di Atasi Dan Dana kami Masuk TKS Aplikasi DANA..ATAS PELAYANANNYA...",5
2024-04-30 17:12:56,Medi Sampe alang,menangis,3
2024-04-30 17:12:21,Dian Lutfianto,mantab,5
2024-04-30 17:11:04,Diangga 8,Gak bisa di buat transaksi karena banyak yg melakukan transaksi. Hebat,2
2024-04-30 17:10:15,riyanti “yanti” yanti,bagus saya puas,5
2024-04-30 17:09:26,Faqih 1805,proses isi ulang pulsa terlalu lambat,4
2024-04-30 17:09:06,Hera Sampurno,Dompet digital mantap,5
2024-04-30 17:08:57,andi mambo,Tolong telusuri AN dadang gunawan. Dia ngambil uang saya di dana. Tanpa sepengtahuan saya. Akun saya di bajak sama dia. Bukti transaksinya ada,1
2024-04-30 17:08:26,Lahat Kikim,Benar2 membantu,5
2024-04-30 17:07:05,Ade Wildan Yuliansyah,terbaik,5
2024-04-30 17:05:37,Siar Dalam gelap,baik,5
2024-04-30 17:05:05,Alex Anggara,jos,5
2024-04-30 17:02:48,Amelaulia Amel,Sangat bagus dan mudah,5
2024-04-30 17:02:41,anggara cadaz1,Sangat luar biasa dengan aplikasi ini,5
2024-04-30 17:02:05,Ngato Urrohman,sering terjadi gangguan. pending transaksi.sat di butuhkan transaksi digantung. kekirim..??.tidak... uang kembali??tidak. gak tau akhirnya.. antara di pulangkan dan lanjut transaksi. bikin susah. chat diana. sangat tidak membantu .berasa ngomong sama tembok. gada penyelesaian. menghambat transaksi yg penting.,1
